2,D17,FABRICACIÓN DE PRODUCTOS TEXTILES.,97.35,54.05,35.68,59.83,79.89,88.33,93.82,116.48,120.02,126.81,142.92,126.78,109.70
3,D171,"HILATURA, TEJEDURA Y ACABADO DE PRODUCTOS TEXTILES.",97.81,69.15,39.67,58.16,83.67,94.12,85.31,100.34,102.52,119.60,128.70,128.62,102.87
3,D172,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES.,100.38,49.18,30.12,55.56,79.24,84.55,102.84,129.06,132.69,131.91,148.88,128.50,118.13
3,D173,FABRICACIÓN DE TEJIDOS Y ARTÍCULOS DE PUNTO Y GANCHILLO.,92.09,47.11,48.53,73.11,74.36,86.59,76.94,99.05,108.18,113.30,135.30,115.21,98.04
2,D18,FABRICACIÓN DE PRENDAS DE VESTIR; ADOBO Y TEÑIDO DE PIELES.,102.27,62.72,30.03,51.41,81.20,84.73,89.74,106.79,107.00,104.00,91.71,109.16,106.78
3,D181,"FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL.",102.71,63.12,28.07,52.44,82.83,87.05,92.15,106.75,108.21,102.53,90.59,105.93,105.74
3,D182,ADOBO Y TEÑIDO DE PIELES; FABRICACIÓN DE ARTÍCULOS DE PIEL.,96.28,56.90,58.09,39.09,61.97,56.83,60.83,105.59,91.00,119.15,114.62,159.44,117.56
2,D19,"CURTIDO Y ADOBO DE CUEROS; FABRICACIÓN DE MALETAS, BOLSOS DE MANO, ARTÍCULOS DE TALABARTERÍA, GUARNICIONERÍA Y CALZADO.",86.25,51.07,25.16,45.10,100.96,61.09,70.04,145.12,94.33,118.19,153.80,66.85,69.60
3,D191,"CURTIDO Y ADOBO DE CUEROS; FABRICACIÓN DE MALETAS, BOLSOS DE MANO, ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA.",113.55,81.15,48.40,84.86,107.39,120.10,82.77,99.87,85.11,100.73,108.22,125.70,109.33
3,D192,FABRICACIÓN DE CALZADO.,76.92,44.66,18.57,32.97,101.84,46.08,67.89,165.23,101.73,125.31,166.78,45.24,56.21
2,D20,PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y DE CORCHO EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATE,109.80,81.57,52.09,64.94,109.53,132.16,118.55,132.20,123.88,114.22,124.86,119.90,123.05
3,D201,ASERRADO Y ACEPILLADURA DE MADERA.,181.21,119.44,112.21,100.15,117.16,156.36,118.03,172.00,137.33,121.66,110.70,82.92,93.93
3,D202,"FABRICACIÓN DE PRODUCTOS DE MADERA, CORCHO, PAJA Y MATERIALES TRENZABLES.",108.45,80.80,51.02,64.25,109.45,131.55,118.75,131.35,123.41,114.04,125.23,120.04,123.26
2,D21,FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL.,125.42,116.14,110.84,108.24,110.45,104.46,109.15,109.89,110.46,98.31,102.93,97.56,137.56
3,D210,FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL.,125.42,116.14,110.84,108.24,110.45,104.46,109.15,109.89,110.46,98.31,102.93,97.56,137.56
2,D22,ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES.,93.11,69.04,51.02,61.02,75.10,71.91,79.54,80.02,116.73,102.66,107.35,94.87,104.84
3,D221,ACTIVIDADES DE EDICIÓN.,82.85,53.84,33.93,44.42,64.47,63.06,64.85,72.13,91.53,114.11,115.38,81.32,104.28
3,D222,ACTIVIDADES DE IMPRESIÓN Y ACTIVIDADES DE TIPO SERVICIO CONEXAS.,94.04,73.13,57.55,66.38,76.76,73.91,85.28,85.81,126.18,97.74,106.72,96.26,102.57
2,D23,"FABRICACIÓN DE COQUE, PRODUCTOS DE LA REFINACIÓN DE PETRÓLEO Y COMBUSTIBLE NUCLEAR.",85.97,57.98,37.09,57.59,92.28,121.69,110.95,139.20,112.97,124.49,140.09,79.87,110.95
3,D232,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO.,85.97,57.98,37.09,57.59,92.28,121.69,110.95,139.20,112.97,124.49,140.09,79.87,110.95
2,D24,FABRICACIÓN DE SUBSTANCIAS Y PRODUCTOS QUÍMICOS.,96.74,82.82,65.84,81.42,97.08,104.01,99.65,109.14,104.03,104.23,107.24,102.93,107.43
3,D241,FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS.,104.20,85.50,70.30,80.58,93.77,100.14,99.50,111.66,107.86,107.11,103.21,101.23,117.13
3,D242,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS.,93.95,81.80,64.35,81.38,97.93,104.90,99.65,108.45,102.79,103.19,108.36,103.24,103.95
2,D25,FABRICACIÓN DE PRODUCTOS DE CAUCHO Y DE PLÁSTICO.,102.75,77.36,57.96,70.13,101.94,111.77,104.94,106.88,110.43,111.35,113.18,112.51,120.63
3,D251,FABRICACIÓN DE PRODUCTOS DE CAUCHO.,98.90,72.36,58.87,61.13,85.26,101.03,103.96,103.53,106.70,108.19,109.73,120.89,112.45
3,D252,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO.,104.34,79.43,57.84,72.51,106.68,114.54,105.48,107.90,111.68,111.83,113.14,110.47,123.46
2,D26,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS.,103.00,66.71,43.47,66.30,96.24,107.67,102.62,111.26,112.62,110.09,113.73,108.46,120.85
3,D261,FABRICACIÓN DE VIDRIO Y DE PRODUCTOS DE VIDRIO.,107.40,67.56,35.69,46.16,65.41,127.75,97.48,110.11,119.68,114.59,103.68,95.13,117.98
3,D269,FABRICACIÓN DE PRODUCTOS MINERALES NO METÁLICOS N.C.P.,102.69,66.63,43.98,67.64,98.24,106.45,102.91,111.19,112.07,109.61,114.29,109.29,121.04
2,D27,FABRICACIÓN DE METALES COMUNES.,100.80,55.85,12.60,56.10,97.37,114.47,111.66,125.43,121.44,121.52,126.14,136.02,134.13
3,D271,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE HIERRO Y DE ACERO.,103.62,52.55,5.76,51.45,99.12,117.45,113.02,127.66,122.60,124.64,125.20,141.17,135.67
3,D272,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y  DE METALES NO FERROSOS.,88.01,68.47,39.65,75.67,88.84,101.78,106.11,116.34,116.31,107.82,131.87,118.12,127.30
3,D273,FUNDICIONES DE METALES.,107.48,101.48,101.82,86.66,105.50,100.18,94.00,103.09,92.78,96.54,95.05,106.42,107.07
2,D28,"FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO.",113.36,77.95,55.36,86.16,110.06,123.14,115.49,116.77,109.44,104.27,115.58,114.66,128.91
3,D281,"FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL, TANQUES, DEPÓSITOS Y GENERADORES DE VAPOR.",118.19,78.99,55.99,112.76,138.54,140.69,132.23,142.37,130.37,118.67,106.14,107.76,148.11
3,D289,"FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL, ACTIVIDADES DE TIPO SERVICIO PRESTADAS A FABRICANTES DE PRODUCTOS ELABORADOS",110.47,77.40,55.15,73.71,96.29,114.02,107.19,104.93,99.09,97.58,120.43,118.41,118.76
2,D29,FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.,88.43,60.76,36.17,58.20,88.63,96.52,99.54,104.64,118.82,129.33,99.70,121.84,125.05
3,D291,FABRICACIÓN DE MAQUINARIA DE USO GENERAL.,95.14,85.22,53.75,66.49,91.64,90.87,93.25,103.40,105.40,123.04,106.45,92.40,119.22
3,D292,FABRICACIÓN DE MAQUINARIA DE USO ESPECIAL.,67.42,60.90,66.80,69.28,79.11,70.60,69.18,86.94,86.13,108.93,102.38,94.22,99.17
3,D293,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO N.C.P.,95.10,41.46,5.85,50.41,91.35,120.81,122.99,115.35,142.81,141.01,94.70,160.81,137.98
2,D30,"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA.",150.89,152.96,72.94,101.34,46.21,111.22,139.38,100.30,61.42,65.86,55.70,121.15,147.26
3,D300,"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA.",150.89,152.96,72.94,101.34,46.21,111.22,139.38,100.30,61.42,65.86,55.70,121.15,147.26
2,D31,FABRICACIÓN DE MAQUINARIA Y APARATOS ELÉCTRICOS N.C.P.,94.43,70.08,40.62,67.57,97.17,97.05,99.48,106.84,114.27,107.31,115.33,110.72,106.92
3,D311,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS.",82.88,103.28,282.16,82.41,91.08,78.45,78.33,93.17,125.71,124.85,93.51,76.76,94.07
3,D312,FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL DE LA ENERGÍA ELÉCTRICA.,69.79,38.65,7.18,49.84,107.33,96.93,93.42,99.95,112.61,114.17,173.98,114.43,125.23
3,D313,FABRICACIÓN DE HILOS Y CABLES AISLADOS.,106.55,67.62,13.20,59.35,102.57,99.12,108.57,123.58,100.43,109.85,119.25,123.52,105.15
3,D314,"FABRICACIÓN DE ACUMULADORES, DE PILAS Y BATERÍAS PRIMARIAS.",81.45,76.58,90.95,105.77,82.51,97.45,114.53,88.81,172.08,117.46,92.95,73.48,96.89
3,D315,FABRICACIÓN DE LÁMPARAS ELÉCTRICAS.,0.00,1250.42,0.00,0.00,0.00,0.00,0.00,0.00,7.80,0.00,0.00,0.00,0.00
3,D319,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO N.C.P.,57.74,66.20,57.96,82.16,86.32,98.18,89.26,87.61,187.17,43.66,80.22,82.35,84.15
2,D32,"FABRICACIÓN DE EQUIPO Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIONES.",69.56,126.04,153.76,92.03,93.72,78.05,76.76,89.70,90.89,100.55,102.70,188.43,69.31
3,D322,FABRICACIÓN DE TRANSMISORES DE RADIO Y TELEVISIÓN Y DE APARATOS PARA TELEFONÍA Y TELEGRAFÍA CON HILOS.,69.56,126.04,153.76,92.03,93.72,78.05,76.76,89.70,90.89,100.55,102.70,188.43,69.31
2,D33,"FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISIÓN Y FABRICACIÓN DE RELOJES.",94.96,70.48,52.35,44.71,269.14,93.11,98.28,119.47,141.11,139.34,153.14,111.94,107.23
3,D332,FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y DE EQUIPO FOTOGRÁFICO.,94.96,70.48,52.35,44.71,269.14,93.11,98.28,119.47,141.11,139.34,153.14,111.94,107.23
2,D34,"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES.",74.06,36.24,8.01,15.34,30.95,46.89,68.76,102.49,132.16,146.98,113.65,107.78,139.45
3,D341,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES.,63.97,27.23,3.12,11.44,26.90,41.41,67.65,110.46,146.03,160.16,121.69,88.11,152.77
3,D342,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIREMOLQUES.,101.37,33.35,17.74,9.03,36.92,48.08,57.19,61.45,70.52,109.39,79.20,179.86,54.28
3,D343,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES Y PARA SUS MOTORES.",103.75,57.06,20.29,37.91,59.79,85.21,88.95,99.53,112.81,111.90,103.02,123.73,128.03
2,D35,FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE.,31.89,4.72,73.55,35.97,18.99,131.78,42.52,37.48,36.44,56.29,186.11,81.61,70.47
3,D351,CONSTRUCCIÓN Y REPARACIÓN DE BUQUES.,31.89,4.72,73.55,35.97,18.99,131.78,42.52,37.48,36.44,56.29,186.11,81.61,70.47
2,D36,FABRICACIÓN DE MUEBLES; INDUSTRIAS MANUFACTURERAS N.C.P.,95.94,58.94,32.97,61.12,95.74,88.95,107.51,113.92,130.42,110.57,105.93,99.36,112.47
3,D361,FABRICACIÓN DE MUEBLES.,95.47,59.36,38.45,64.55,108.28,107.62,122.45,119.97,134.68,111.96,112.07,102.39,121.09
3,D369,INDUSTRIAS MANUFACTURERAS N.C.P.,96.08,57.24,22.41,53.96,70.42,53.22,73.53,97.97,113.18,106.51,89.54,88.26,89.04
2,D37,RECICLAMIENTO.,75.53,66.79,54.80,72.59,92.36,100.89,95.91,109.28,88.79,109.05,108.68,109.64,97.97
3,D372,RECICLAMIENTO DE DESPERDICIOS Y DESECHOS NO METÁLICOS.,75.53,66.79,54.80,72.59,92.36,100.89,95.91,109.28,88.79,109.05,108.68,109.64,97.97
1,E,"SUMINISTROS DE ELECTRICIDAD, GAS Y AGUA.",146.75,129.85,121.52,118.14,126.69,117.53,116.96,81.12,100.37,107.09,83.18,102.29,133.86
2,E40,"SUMINISTROS DE ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE.",143.59,126.57,119.34,118.61,128.01,117.07,116.82,77.94,99.96,108.40,79.68,98.83,131.34
3,E401,"GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA.",144.63,127.53,119.95,119.25,129.01,117.78,117.58,78.28,100.23,108.86,79.32,98.65,132.30
3,E402,"FABRICACIÓN DE GAS, DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS.",,,,,,,,,,,,,
2,E41,"CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA.",164.55,149.98,134.88,113.22,114.67,118.10,119.33,103.72,102.83,98.75,99.43,129.11,147.47
3,E410,"CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA.",164.55,149.98,134.88,113.22,114.67,118.10,119.33,103.72,102.83,98.75,99.43,129.11,147.47
1,F,CONSTRUCCIÓN.,73.42,59.13,47.51,57.35,68.91,88.21,111.41,81.87,95.53,80.27,81.24,78.10,84.90
2,F45,CONSTRUCCIÓN.,73.42,59.13,47.51,57.35,68.91,88.21,111.41,81.87,95.53,80.27,81.24,78.10,84.90
3,F452,CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS; OBRAS DE INGENIERÍA CIVIL.,72.54,56.56,53.23,54.81,64.84,85.14,108.33,78.15,94.11,80.31,82.12,75.20,83.86
3,F453,ACONDICIONAMIENTO DE EDIFICIOS.,83.12,92.56,43.38,84.75,95.30,108.13,135.14,109.29,99.94,69.29,78.61,107.11,101.42
3,F455,ALQUILER DE EQUIPO DE CONSTRUCCIÓN O DEMOLICIÓN DOTADO DE OPERARIOS.,106.73,94.91,76.01,49.04,215.48,132.08,88.80,123.56,114.97,78.75,85.46,137.87,50.61
1,G,"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMÉSTICOS.",93.11,74.33,56.93,62.83,86.44,96.80,99.98,103.10,106.00,108.75,106.33,95.50,108.10
2,G50,"VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLES PARA AUTOMOTORES.",91.27,53.58,30.30,46.90,76.31,89.00,96.07,111.27,115.98,120.10,113.83,106.14,115.56
3,G501,VENTA DE VEHÍCULOS AUTOMOTORES.,87.01,40.92,14.50,30.82,63.77,82.84,93.59,115.31,123.13,129.95,118.95,112.95,123.13
3,G502,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES.,101.67,77.97,63.21,74.17,94.98,98.09,105.07,107.29,108.71,114.84,111.46,62.92,106.34
3,G503,"VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHÍCULOS AUTOMOTORES.",94.40,67.32,48.02,67.75,103.54,103.46,106.26,111.48,108.99,113.75,110.00,95.08,104.71
3,G504,"VENTA, MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS.",48.88,44.92,38.60,55.85,118.81,120.12,126.57,126.30,116.19,98.82,106.50,69.89,62.74
3,G505,VENTA AL POR MENOR DE COMBUSTIBLES PARA AUTOMOTORES.,99.02,70.49,49.45,63.70,84.78,92.59,94.42,105.32,108.94,109.26,109.99,102.47,110.57
2,G51,"COMERCIO AL POR MAYOR Y EN COMISIÓN, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.",93.08,77.69,61.29,64.47,87.43,98.95,101.28,102.21,104.91,107.52,108.08,93.56,107.30
3,G511,VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA.,83.88,68.61,55.17,68.21,115.24,114.15,113.42,113.73,109.77,111.53,129.20,55.51,93.35
3,G512,"VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS, ANIMALES VIVOS, ALIMENTOS, BEBIDAS Y TABACO.",89.87,76.06,82.76,84.62,102.49,105.29,101.26,104.08,104.23,97.50,100.93,78.91,92.84
3,G513,VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS.,97.76,91.09,75.53,75.65,98.03,104.68,102.75,104.34,104.26,102.36,93.05,91.56,102.71
3,G514,"VENTA AL POR MAYOR DE  PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS NO AGROPECUARIOS.",93.74,72.73,40.98,40.47,68.43,88.70,97.64,97.86,104.58,117.07,133.80,110.51,125.02
3,G515,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES.",99.81,67.73,52.53,84.33,103.86,107.28,108.46,107.15,99.07,107.68,94.25,94.28,104.18
3,G519,VENTA AL POR MAYOR DE OTROS PRODUCTOS.,77.88,65.73,59.73,76.42,91.75,88.78,86.47,91.12,99.96,98.24,103.58,70.16,86.98
2,G52,"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS; REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DO",95.32,83.11,66.98,73.37,95.13,97.18,99.22,98.18,101.31,102.89,91.99,91.04,102.72
3,G521,COMERCIO AL POR MENOR NO ESPECIALIZADO.,100.32,94.22,75.00,78.72,89.27,88.96,89.53,90.87,96.82,95.51,84.82,88.30,101.77
3,G522,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS.",85.29,62.58,67.02,74.82,104.20,123.90,117.72,124.40,107.32,112.77,130.31,78.09,94.65
3,G523,COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ALMACENES ESPECIALIZADOS.,92.26,74.96,59.33,68.91,100.09,103.09,107.30,103.66,105.49,109.58,95.33,95.34,104.73
3,G524,VENTA AL POR MENOR EN ALMACENES DE ARTÍCULOS USADOS.,129.65,87.39,111.93,104.94,104.44,93.65,88.56,101.23,105.57,109.90,68.44,117.80,128.85
3,G525,COMERCIO AL POR MENOR NO REALIZADO EN ALMACENES.,,,,,,,,,,,,,
3,G526,REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS.,114.36,89.69,100.86,82.83,99.41,97.77,97.57,94.35,96.06,96.38,84.40,111.70,114.77
1,H,HOTELES Y RESTAURANTES.,99.01,61.37,45.57,46.21,59.12,69.45,82.02,89.11,88.75,108.10,108.11,92.92,99.76
2,H55,HOTELES Y RESTAURANTES,99.01,61.37,45.57,46.21,59.12,69.45,82.02,89.11,88.75,108.10,108.11,92.92,99.76
3,H551,"HOTELES, CAMPAMENTOS Y OTROS TIPOS DE HOSPEDAJE TEMPORAL.",99.51,63.99,47.44,48.35,56.24,55.81,63.30,77.12,76.87,84.84,91.11,96.95,102.88
3,H552,"RESTAURANTES, BARES Y CANTINAS.",99.05,60.98,45.15,45.90,59.47,72.65,85.21,90.73,91.25,112.10,108.94,91.89,99.53
1,I,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES.",95.89,76.71,65.96,69.04,81.46,83.84,82.70,92.25,95.78,93.01,92.92,90.91,103.05
2,I60,"TRANSPORTE POR VÍA TERRESTRE, TRANSPORTE POR TUBERÍAS.",99.63,77.13,69.00,58.27,70.58,66.94,91.19,91.51,94.99,98.98,84.81,108.82,110.42
3,I602,OTROS TIPOS DE TRANSPORTE POR VÍA TERRESTRE.,90.96,69.18,63.51,63.22,77.60,83.76,91.03,91.13,95.06,104.57,106.67,87.31,101.28
3,I603,TRANSPORTE POR TUBERÍAS.,111.17,103.24,81.44,30.93,42.30,0.00,84.73,84.48,85.29,77.89,49.22,278.59,120.25
2,I61,TRANSPORTE POR VÍA ACUÁTICA.,156.52,109.95,101.58,76.38,89.44,109.77,55.21,92.85,124.48,86.66,84.85,97.78,80.93
3,I611,TRANSPORTE MARÍTIMO Y DE CABOTAJE.,156.52,109.95,101.58,76.38,89.44,109.77,55.21,92.85,124.48,86.66,84.85,97.78,80.93
2,I62,TRANSPORTE POR VÍA AÉREA.,82.85,54.14,28.44,45.19,55.68,51.62,68.01,85.26,99.63,104.78,119.49,106.04,125.20
